"id","promedio_temperatura","desvio_estandar"
"NH0046",17.287048624705,5.89550330286539
"NH0098",18.6162107036873,5.97832286734069
"NH0437",20.2310478681343,5.77252012162047
"NH0472",18.0293162726558,5.93776711461332
"NH0910",17.6538662452599,6.11799351210008
