"id","mes","precipitacion_acumulada"
"NH0098",1978-11-01,204.6
"NH0098",1978-12-01,133.2
"NH0098",1979-01-01,16
"NH0098",1979-02-01,117.9
"NH0098",1979-03-01,48.2
"NH0098",1979-04-01,84.2
"NH0098",1979-05-01,3.3
"NH0098",1979-06-01,70.8
"NH0098",1979-07-01,0.7
"NH0098",1979-08-01,12.3
"NH0098",1979-09-01,63.7
"NH0098",1979-10-01,74.4
"NH0098",1979-11-01,134.5
"NH0098",1979-12-01,101.8
"NH0098",1980-01-01,16.9
"NH0098",1980-02-01,123.3
"NH0098",1980-03-01,109.5
"NH0098",1980-04-01,174.8
"NH0098",1980-05-01,68.3
"NH0098",1980-06-01,12
"NH0098",1980-07-01,61.2
"NH0098",1980-08-01,29.3
"NH0098",1980-09-01,19.3
"NH0098",1980-10-01,18.1
"NH0098",1980-11-01,100.9
"NH0098",1980-12-01,99.9
"NH0098",1981-01-01,410.1
"NH0098",1981-02-01,229.3
"NH0098",1981-03-01,44.5
"NH0098",1981-04-01,286.6
"NH0098",1981-05-01,115.7
"NH0098",1981-06-01,0.3
"NH0098",1981-07-01,28.8
"NH0098",1981-08-01,12.6
"NH0098",1981-09-01,3.5
"NH0098",1981-10-01,52.9
"NH0098",1981-11-01,91.9
"NH0098",1981-12-01,181.6
"NH0098",1982-01-01,97
"NH0098",1982-02-01,89.6
"NH0098",1982-03-01,38.3
"NH0098",1982-04-01,181.8
"NH0098",1982-05-01,46
"NH0098",1982-06-01,60.9
"NH0098",1982-07-01,7
"NH0098",1982-08-01,5.3
"NH0098",1982-09-01,141.4
"NH0098",1982-10-01,27.9
"NH0098",1982-11-01,69.7
"NH0098",1982-12-01,79.5
"NH0098",1983-01-01,150.4
"NH0098",1983-02-01,231.5
"NH0098",1983-03-01,130.4
"NH0098",1983-04-01,83.3
"NH0098",1983-05-01,85.4
"NH0098",1983-06-01,2.7
"NH0098",1983-07-01,29.7
"NH0098",1983-08-01,34
"NH0098",1983-09-01,89.5
"NH0098",1983-10-01,75.2
"NH0098",1983-11-01,104.6
"NH0098",1983-12-01,43
"NH0098",1984-01-01,91.5
"NH0098",1984-02-01,237.1
"NH0098",1984-03-01,131
"NH0098",1984-04-01,18.9
"NH0098",1984-05-01,19.5
"NH0098",1984-06-01,12.3
"NH0098",1984-07-01,2.6
"NH0098",1984-08-01,8.3
"NH0098",1984-09-01,112
"NH0098",1984-10-01,161.2
"NH0098",1984-11-01,107.6
"NH0098",1984-12-01,88.8
"NH0098",1985-01-01,29.5
"NH0098",1985-02-01,198.9
"NH0098",1985-03-01,58.2
"NH0098",1985-04-01,89.3
"NH0098",1985-05-01,15.3
"NH0098",1985-06-01,114.1
"NH0098",1985-07-01,72.4
"NH0098",1985-08-01,27
"NH0098",1985-09-01,105.1
"NH0098",1985-10-01,112.3
"NH0098",1985-11-01,76.3
"NH0098",1985-12-01,82.2
"NH0098",1986-01-01,179.3
"NH0098",1986-02-01,77.7
"NH0098",1986-03-01,171.7
"NH0098",1986-04-01,171.5
"NH0098",1986-05-01,125.8
"NH0098",1986-06-01,54.1
"NH0098",1986-07-01,39.5
"NH0098",1986-08-01,23.7
"NH0098",1986-09-01,20.3
"NH0098",1986-10-01,52.3
"NH0098",1986-11-01,257.1
"NH0098",1986-12-01,151
"NH0098",1987-01-01,87.8
"NH0098",1987-02-01,106.7
"NH0098",1987-03-01,360.9
"NH0098",1987-04-01,94.5
"NH0098",1987-05-01,101.3
"NH0098",1987-06-01,0.1
"NH0098",1987-07-01,25.3
"NH0098",1987-08-01,20.9
"NH0098",1987-09-01,8
"NH0098",1987-10-01,47.3
"NH0098",1987-11-01,136.4
"NH0098",1987-12-01,113.6
"NH0098",1988-01-01,134.1
"NH0098",1988-02-01,40.2
"NH0098",1988-03-01,93.6
"NH0098",1988-04-01,5.4
"NH0098",1988-05-01,9.4
"NH0098",1988-06-01,4.6
"NH0098",1988-07-01,53.8
"NH0098",1988-08-01,17.8
"NH0098",1988-09-01,59.8
"NH0098",1988-10-01,39.9
"NH0098",1988-11-01,32.2
"NH0098",1988-12-01,145.5
"NH0098",1989-01-01,41.4
"NH0098",1989-02-01,57.9
"NH0098",1989-03-01,135.1
"NH0098",1989-04-01,85
"NH0098",1989-05-01,37.3
"NH0098",1989-06-01,29.5
"NH0098",1989-07-01,0
"NH0098",1989-08-01,31.6
"NH0098",1989-09-01,3.2
"NH0098",1989-10-01,42.7
"NH0098",1989-11-01,79.3
"NH0098",1989-12-01,226.4
"NH0098",1990-01-01,192.4
"NH0098",1990-02-01,181.2
"NH0098",1990-03-01,146.5
"NH0098",1990-04-01,68.9
"NH0098",1990-05-01,1.7
"NH0098",1990-06-01,14.2
"NH0098",1990-07-01,44.3
"NH0098",1990-08-01,4
"NH0098",1990-09-01,19.4
"NH0098",1990-10-01,95.6
"NH0098",1990-11-01,139.6
"NH0098",1990-12-01,277.4
"NH0098",1991-01-01,168.4
"NH0098",1991-02-01,42.3
"NH0098",1991-03-01,76.1
"NH0098",1991-04-01,159.8
"NH0098",1991-05-01,100.5
"NH0098",1991-06-01,118.5
"NH0098",1991-07-01,34.8
"NH0098",1991-08-01,43.2
"NH0098",1991-09-01,31.2
"NH0098",1991-10-01,75.8
"NH0098",1991-11-01,124.4
"NH0098",1991-12-01,302.6
"NH0098",1992-01-01,126.7
"NH0098",1992-02-01,85.7
"NH0098",1992-03-01,120.4
"NH0098",1992-04-01,119.5
"NH0098",1992-05-01,17.5
"NH0098",1992-06-01,16.6
"NH0098",1992-07-01,31.2
"NH0098",1992-08-01,55.9
"NH0098",1992-09-01,46.4
"NH0098",1992-10-01,68.4
"NH0098",1992-11-01,182.2
"NH0098",1992-12-01,342.4
"NH0098",1993-01-01,143.8
"NH0098",1993-02-01,29.6
"NH0098",1993-03-01,73.9
"NH0098",1993-04-01,95.6
"NH0098",1993-05-01,64
"NH0098",1993-06-01,7.4
"NH0098",1993-07-01,2.7
"NH0098",1993-08-01,7.3
"NH0098",1993-09-01,3.6
"NH0098",1993-10-01,248.7
"NH0098",1993-11-01,226.2
"NH0098",1993-12-01,120.8
"NH0098",1994-01-01,66
"NH0098",1994-02-01,66.2
"NH0098",1994-03-01,129.6
"NH0098",1994-04-01,42.7
"NH0098",1994-05-01,49.2
"NH0098",1994-06-01,24.3
"NH0098",1994-07-01,2.6
"NH0098",1994-08-01,19.7
"NH0098",1994-09-01,3.7
"NH0098",1994-10-01,77.6
"NH0098",1994-11-01,102.6
"NH0098",1994-12-01,60.9
"NH0098",1995-01-01,80.4
"NH0098",1995-02-01,80.1
"NH0098",1995-03-01,126.5
"NH0098",1995-04-01,44.7
"NH0098",1995-05-01,19.3
"NH0098",1995-06-01,3.6
"NH0098",1995-07-01,0.9
"NH0098",1995-08-01,0
"NH0098",1995-09-01,8.3
"NH0098",1995-10-01,208.9
"NH0098",1995-11-01,239.6
"NH0098",1995-12-01,16.8
"NH0098",1996-01-01,114.9
"NH0098",1996-02-01,168.2
"NH0098",1996-03-01,87
"NH0098",1996-04-01,27.3
"NH0098",1996-05-01,17.1
"NH0098",1996-06-01,27.5
"NH0098",1996-07-01,0
"NH0098",1996-08-01,1.1
"NH0098",1996-09-01,33
"NH0098",1996-10-01,101
"NH0098",1996-11-01,92.4
"NH0098",1996-12-01,54.1
"NH0098",1997-01-01,122.3
"NH0098",1997-02-01,55.3
"NH0098",1997-03-01,12.5
"NH0098",1997-04-01,11.3
"NH0098",1997-05-01,86.1
"NH0098",1997-06-01,45.5
"NH0098",1997-07-01,14.2
"NH0098",1997-08-01,11.1
"NH0098",1997-09-01,33.3
"NH0098",1997-10-01,40.8
"NH0098",1997-11-01,68.3
"NH0098",1997-12-01,256.3
"NH0098",1998-01-01,250.3
"NH0098",1998-02-01,145.8
"NH0098",1998-03-01,143.4
"NH0098",1998-04-01,39.9
"NH0098",1998-05-01,52.2
"NH0098",1998-06-01,23.9
"NH0098",1998-07-01,8
"NH0098",1998-08-01,15.5
"NH0098",1998-09-01,29.4
"NH0098",1998-10-01,31.7
"NH0098",1998-11-01,87.9
"NH0098",1998-12-01,80.8
"NH0098",1999-01-01,125.3
"NH0098",1999-02-01,149.2
"NH0098",1999-03-01,164.8
"NH0098",1999-04-01,315.4
"NH0098",1999-05-01,9.9
"NH0098",1999-06-01,45.2
"NH0098",1999-07-01,17
"NH0098",1999-08-01,3
"NH0098",1999-09-01,29.4
"NH0098",1999-10-01,22.7
"NH0098",1999-11-01,84.4
"NH0098",1999-12-01,144.7
"NH0098",2000-01-01,66.5
"NH0098",2000-02-01,100.4
"NH0098",2000-03-01,116
"NH0098",2000-04-01,354.9
"NH0098",2000-05-01,64.4
"NH0098",2000-06-01,5.4
"NH0098",2000-07-01,22.9
"NH0098",2000-08-01,19.1
"NH0098",2000-09-01,24.9
"NH0098",2000-10-01,54.2
"NH0098",2000-11-01,162.5
"NH0098",2000-12-01,124.1
"NH0098",2001-01-01,232.4
"NH0098",2001-02-01,19.2
"NH0098",2001-03-01,139
"NH0098",2001-04-01,80
"NH0098",2001-05-01,5.2
"NH0098",2001-06-01,31.4
"NH0098",2001-07-01,3.7
"NH0098",2001-08-01,61
"NH0098",2001-09-01,80.9
"NH0098",2001-10-01,212.1
"NH0098",2001-11-01,137.8
"NH0098",2001-12-01,71.2
"NH0098",2002-01-01,124.1
"NH0098",2002-02-01,31
"NH0098",2002-03-01,234.3
"NH0098",2002-04-01,116.4
"NH0098",2002-05-01,81.1
"NH0098",2002-06-01,1.1
"NH0098",2002-07-01,34.1
"NH0098",2002-08-01,13
"NH0098",2002-09-01,45.1
"NH0098",2002-10-01,61.5
"NH0098",2002-11-01,165.5
"NH0098",2002-12-01,160.9
"NH0098",2003-01-01,62.8
"NH0098",2003-02-01,283
"NH0098",2003-03-01,195.2
"NH0098",2003-04-01,218.7
"NH0098",2003-05-01,30.1
"NH0098",2003-06-01,3.2
"NH0098",2003-07-01,23.4
"NH0098",2003-08-01,73.5
"NH0098",2003-09-01,39.3
"NH0098",2003-10-01,86
"NH0098",2003-11-01,173.1
"NH0098",2003-12-01,114.2
"NH0098",2004-01-01,26.9
"NH0098",2004-02-01,29.1
"NH0098",2004-03-01,94.8
"NH0098",2004-04-01,140.3
"NH0098",2004-05-01,15.6
"NH0098",2004-06-01,21.7
"NH0098",2004-07-01,5.8
"NH0098",2004-08-01,0.3
"NH0098",2004-09-01,9.9
"NH0098",2004-10-01,108.8
"NH0098",2004-11-01,97.1
"NH0098",2004-12-01,135.3
"NH0098",2005-01-01,177.6
"NH0098",2005-02-01,39.7
"NH0098",2005-03-01,317.6
"NH0098",2005-04-01,151
"NH0098",2005-05-01,4.3
"NH0098",2005-06-01,37.9
"NH0098",2005-07-01,6.7
"NH0098",2005-08-01,36.5
"NH0098",2005-09-01,5.3
"NH0098",2005-10-01,86.1
"NH0098",2005-11-01,111.3
"NH0098",2005-12-01,58.2
"NH0098",2006-01-01,50.9
"NH0098",2006-02-01,105.3
"NH0098",2006-03-01,188.2
"NH0098",2006-04-01,115.7
"NH0098",2006-05-01,7.5
"NH0098",2006-06-01,87.8
"NH0098",2006-07-01,3.1
"NH0098",2006-08-01,4.9
"NH0098",2006-09-01,1.6
"NH0098",2006-10-01,25.4
"NH0098",2006-11-01,70
"NH0098",2006-12-01,330.6
"NH0098",2007-01-01,52
"NH0098",2007-02-01,192.3
"NH0098",2007-03-01,542.3
"NH0098",2007-04-01,39.5
"NH0098",2007-05-01,46.1
"NH0098",2007-06-01,46.6
"NH0098",2007-07-01,0.3
"NH0098",2007-08-01,7.7
"NH0098",2007-09-01,87.6
"NH0098",2007-10-01,62.6
"NH0098",2007-11-01,21.4
"NH0098",2007-12-01,121.1
"NH0098",2008-01-01,143.6
"NH0098",2008-02-01,178.9
"NH0098",2008-03-01,135.7
"NH0098",2008-04-01,37.5
"NH0098",2008-05-01,5.7
"NH0098",2008-06-01,0.5
"NH0098",2008-07-01,6.4
"NH0098",2008-08-01,0
"NH0098",2008-09-01,28.4
"NH0098",2008-10-01,124.5
"NH0098",2008-11-01,74.3
"NH0098",2008-12-01,16.3
"NH0098",2009-01-01,22.4
"NH0098",2009-02-01,139.3
"NH0098",2009-03-01,198
"NH0098",2009-04-01,21
"NH0098",2009-05-01,23.7
"NH0098",2009-06-01,19.4
"NH0098",2009-07-01,44.1
"NH0098",2009-08-01,0.4
"NH0098",2009-09-01,72.4
"NH0098",2009-10-01,62.5
"NH0098",2009-11-01,133.8
"NH0098",2009-12-01,251.7
"NH0098",2010-01-01,141.6
"NH0098",2010-02-01,168.5
"NH0098",2010-03-01,114.5
"NH0098",2010-04-01,42.5
"NH0098",2010-05-01,69.7
"NH0098",2010-06-01,0.6
"NH0098",2010-07-01,3.3
"NH0098",2010-08-01,4.2
"NH0098",2010-09-01,61.7
"NH0098",2010-10-01,37.2
"NH0098",2010-11-01,55.2
"NH0098",2010-12-01,100.2
"NH0098",2011-01-01,213.4
"NH0098",2011-02-01,132.3
"NH0098",2011-03-01,99.7
"NH0098",2011-04-01,87.1
"NH0098",2011-05-01,35.3
"NH0098",2011-06-01,42.6
"NH0098",2011-07-01,6
"NH0098",2011-08-01,10.3
"NH0098",2011-09-01,28.4
"NH0098",2011-10-01,137.8
"NH0098",2011-11-01,173.5
"NH0098",2011-12-01,17.9
"NH0098",2012-01-01,98
"NH0098",2012-02-01,83.7
"NH0098",2012-03-01,194.1
"NH0098",2012-04-01,49.8
"NH0098",2012-05-01,37.5
"NH0098",2012-06-01,0.4
"NH0098",2012-07-01,4.6
"NH0098",2012-08-01,103.3
"NH0098",2012-09-01,54.4
"NH0098",2012-10-01,153.3
"NH0098",2012-11-01,70.1
"NH0098",2012-12-01,393.7
"NH0098",2013-01-01,63
"NH0098",2013-02-01,127.7
"NH0098",2013-03-01,96.1
"NH0098",2013-04-01,135.2
"NH0098",2013-05-01,51.1
"NH0098",2013-06-01,16.4
"NH0098",2013-07-01,1
"NH0098",2013-08-01,9.3
"NH0098",2013-09-01,12.4
"NH0098",2013-10-01,71.2
"NH0098",2013-11-01,294
"NH0098",2013-12-01,59.1
"NH0098",2014-01-01,64
"NH0098",2014-02-01,312.8
"NH0098",2014-03-01,205.4
"NH0098",2014-04-01,94.5
"NH0098",2014-05-01,62.3
"NH0098",2014-06-01,0.2
"NH0098",2014-07-01,28.5
"NH0098",2014-08-01,0
"NH0098",2014-09-01,73.1
"NH0098",2014-10-01,64.1
"NH0098",2014-11-01,123.2
"NH0098",2014-12-01,144.8
"NH0098",2015-01-01,187.9
"NH0098",2015-02-01,244.3
"NH0098",2015-03-01,206.1
"NH0098",2015-04-01,44
"NH0098",2015-05-01,6.8
"NH0098",2015-08-01,92
"NH0098",2015-11-01,70.2
"NH0098",2016-03-01,55
"NH0098",2016-04-01,307
"NH0098",2016-05-01,0
"NH0098",2016-09-01,5.4
"NH0098",2017-06-01,7.6
"NH0098",2017-07-01,18.3
"NH0098",2017-08-01,84.6
"NH0098",2017-09-01,0.6
"NH0098",2018-01-01,29.7
"NH0098",2018-02-01,23.9
"NH0098",2018-03-01,11.5
"NH0098",2018-04-01,90.9
"NH0098",2018-05-01,92.7
"NH0098",2018-06-01,3.4
"NH0098",2018-07-01,16.3
"NH0098",2018-08-01,18.8
"NH0098",2018-09-01,26.5
"NH0098",2018-10-01,88.9
"NH0098",2018-11-01,297.2
"NH0098",2018-12-01,78.3
"NH0098",2019-01-01,194
"NH0098",2019-02-01,52.8
"NH0098",2019-03-01,59.5
"NH0098",2019-04-01,117
"NH0098",2019-05-01,70.6
"NH0098",2019-06-01,19.9
"NH0098",2019-07-01,38.3
"NH0098",2019-08-01,9.3
"NH0098",2019-09-01,64.7
"NH0098",2019-10-01,32.7
"NH0098",2019-11-01,110.5
"NH0098",2019-12-01,143.4
"NH0098",2020-01-01,128
"NH0098",2020-02-01,4
"NH0098",2020-03-01,129.9
"NH0098",2020-04-01,47
"NH0098",2020-05-01,15.7
"NH0098",2020-06-01,10.6
"NH0098",2020-07-01,2.3
"NH0098",2020-08-01,0
"NH0098",2020-09-01,18.9
"NH0098",2020-10-01,47.6
"NH0098",2020-11-01,108.9
"NH0098",2020-12-01,49.3
"NH0098",2021-01-01,298.6
"NH0098",2021-02-01,38
"NH0098",2021-03-01,109.8
"NH0098",2021-04-01,106.3
"NH0098",2021-05-01,0
"NH0098",2021-07-01,10.5
"NH0098",2021-08-01,1.6
"NH0098",2021-09-01,27.8
"NH0098",2021-10-01,77.6
"NH0098",2021-11-01,152
"NH0098",2021-12-01,36
"NH0098",2022-01-01,130.3
"NH0098",2022-02-01,57.4
"NH0098",2022-03-01,176.5
"NH0098",2022-04-01,14.3
"NH0098",2022-05-01,4
"NH0098",2022-06-01,16.3
"NH0098",2022-07-01,6.3
"NH0098",2022-08-01,16.3
"NH0098",2022-09-01,35
"NH0098",2022-10-01,42.5
"NH0098",2022-11-01,66.6
"NH0098",2022-12-01,53.9
"NH0098",2023-01-01,70.9
"NH0098",2023-02-01,63.5
"NH0098",2023-03-01,225.8
"NH0098",2023-04-01,27.8
"NH0437",1970-08-01,74.4
"NH0437",1970-09-01,59.2
"NH0437",1970-10-01,80.5
"NH0437",1970-11-01,19.9
"NH0437",1970-12-01,56.1
"NH0437",1971-01-01,234.8
"NH0437",1971-02-01,138.1
"NH0437",1971-03-01,174.7
"NH0437",1971-04-01,67
"NH0437",1971-05-01,32.3
"NH0437",1971-06-01,11
"NH0437",1971-07-01,27.5
"NH0437",1971-08-01,32.9
"NH0437",1971-09-01,105.3
"NH0437",1971-10-01,61.8
"NH0437",1971-11-01,52.1
"NH0437",1971-12-01,171.3
"NH0437",1972-01-01,87
"NH0437",1972-02-01,59.9
"NH0437",1972-03-01,181.6
"NH0437",1972-04-01,169.5
"NH0437",1972-05-01,65
"NH0437",1972-06-01,49.1
"NH0437",1972-07-01,55.7
"NH0437",1972-08-01,15.8
"NH0437",1972-09-01,104.2
"NH0437",1972-10-01,212.2
"NH0437",1972-11-01,204.4
"NH0437",1972-12-01,123.5
"NH0437",1973-01-01,158.7
"NH0437",1973-02-01,296.6
"NH0437",1973-03-01,221.1
"NH0437",1973-04-01,482.8
"NH0437",1973-05-01,16.2
"NH0437",1973-06-01,232.3
"NH0437",1973-07-01,60.4
"NH0437",1973-08-01,3.8
"NH0437",1973-09-01,18
"NH0437",1973-10-01,57.5
"NH0437",1973-11-01,63.2
"NH0437",1973-12-01,0
"NH0437",1974-01-01,206
"NH0437",1974-02-01,307.4
"NH0437",1974-03-01,97
"NH0437",1974-04-01,34
"NH0437",1974-05-01,187.3
"NH0437",1974-06-01,16.3
"NH0437",1974-07-01,18
"NH0437",1974-08-01,40
"NH0437",1974-09-01,62.6
"NH0437",1974-10-01,19
"NH0437",1974-11-01,71.3
"NH0437",1974-12-01,131.8
"NH0437",1975-01-01,58
"NH0437",1975-02-01,164.7
"NH0437",1975-03-01,200.4
"NH0437",1975-04-01,220.6
"NH0437",1975-05-01,107.7
"NH0437",1975-06-01,44.2
"NH0437",1975-07-01,19.7
"NH0437",1975-08-01,65.7
"NH0437",1975-09-01,62.9
"NH0437",1975-10-01,56
"NH0437",1975-11-01,117.6
"NH0437",1975-12-01,36.9
"NH0437",1976-01-01,229
"NH0437",1976-02-01,122
"NH0437",1976-03-01,231.6
"NH0437",1976-04-01,27.1
"NH0437",1976-05-01,37
"NH0437",1976-06-01,2.3
"NH0437",1976-07-01,0
"NH0437",1976-08-01,38.1
"NH0437",1976-09-01,33.1
"NH0437",1976-10-01,125.9
"NH0437",1976-11-01,108.1
"NH0437",1976-12-01,280.7
"NH0437",1977-01-01,229.4
"NH0437",1977-02-01,323.9
"NH0437",1977-03-01,153.2
"NH0437",1977-04-01,193.1
"NH0437",1977-05-01,53.5
"NH0437",1977-06-01,1.2
"NH0437",1977-07-01,35.4
"NH0437",1977-08-01,43.4
"NH0437",1977-09-01,19.3
"NH0437",1977-10-01,169.6
"NH0437",1977-11-01,224.4
"NH0437",1977-12-01,134.9
"NH0437",1978-01-01,223.1
"NH0437",1978-02-01,140.4
"NH0437",1978-03-01,78.7
"NH0437",1978-04-01,74.2
"NH0437",1978-05-01,30
"NH0437",1978-06-01,89.8
"NH0437",1978-07-01,65.9
"NH0437",1978-08-01,40.2
"NH0437",1978-09-01,132
"NH0437",1978-10-01,264
"NH0437",1978-11-01,196.3
"NH0437",1978-12-01,117.6
"NH0437",1979-01-01,81.4
"NH0437",1979-02-01,120.6
"NH0437",1979-03-01,166.6
"NH0437",1979-04-01,64.1
"NH0437",1979-05-01,91.7
"NH0437",1979-06-01,32.2
"NH0437",1979-07-01,6
"NH0437",1979-08-01,65.4
"NH0437",1979-09-01,116.5
"NH0437",1979-10-01,191.1
"NH0437",1979-11-01,118.5
"NH0437",1979-12-01,175.3
"NH0437",1980-01-01,40
"NH0437",1980-02-01,85.1
"NH0437",1980-03-01,131.5
"NH0437",1980-04-01,116.2
"NH0437",1980-05-01,110.2
"NH0437",1980-06-01,23.4
"NH0437",1980-07-01,8.8
"NH0437",1980-08-01,20.3
"NH0437",1980-09-01,65.9
"NH0437",1980-10-01,90.9
"NH0437",1980-11-01,80.8
"NH0437",1980-12-01,29.8
"NH0437",1981-01-01,197.6
"NH0437",1981-02-01,306.3
"NH0437",1981-03-01,111.3
"NH0437",1981-04-01,124.5
"NH0437",1981-05-01,90.4
"NH0437",1981-06-01,36
"NH0437",1981-07-01,19.4
"NH0437",1981-08-01,28.2
"NH0437",1981-09-01,56.6
"NH0437",1981-10-01,20.5
"NH0437",1981-11-01,173.5
"NH0437",1981-12-01,115.8
"NH0437",1982-01-01,84.6
"NH0437",1982-02-01,88.7
"NH0437",1982-03-01,39.1
"NH0437",1982-04-01,62.6
"NH0437",1982-05-01,9.2
"NH0437",1982-06-01,122.2
"NH0437",1982-07-01,2.4
"NH0437",1982-08-01,18.6
"NH0437",1982-09-01,158.4
"NH0437",1982-10-01,33.6
"NH0437",1982-11-01,222.4
"NH0437",1982-12-01,90
"NH0437",1983-01-01,251.7
"NH0437",1983-02-01,136
"NH0437",1983-03-01,119.4
"NH0437",1983-04-01,109.4
"NH0437",1983-05-01,78.1
"NH0437",1983-06-01,31.5
"NH0437",1983-07-01,112.2
"NH0437",1983-08-01,3.7
"NH0437",1983-09-01,26.1
"NH0437",1983-10-01,154.2
"NH0437",1983-11-01,138.9
"NH0437",1983-12-01,97.2
"NH0437",1984-01-01,174
"NH0437",1984-02-01,342.6
"NH0437",1984-03-01,135.8
"NH0437",1984-04-01,106.8
"NH0437",1984-05-01,40.8
"NH0437",1984-06-01,46.2
"NH0437",1984-07-01,35.3
"NH0437",1984-08-01,8.9
"NH0437",1984-09-01,97.6
"NH0437",1984-10-01,228.2
"NH0437",1984-11-01,235.9
"NH0437",1984-12-01,71.1
"NH0437",1985-01-01,32.1
"NH0437",1985-02-01,313.8
"NH0437",1985-03-01,316
"NH0437",1985-04-01,199.1
"NH0437",1985-05-01,70.8
"NH0437",1985-06-01,36.4
"NH0437",1985-07-01,47.1
"NH0437",1985-08-01,72.5
"NH0437",1985-09-01,90.3
"NH0437",1985-10-01,174.8
"NH0437",1985-11-01,47.8
"NH0437",1985-12-01,33.2
"NH0437",1986-01-01,123.2
"NH0437",1986-02-01,188.4
"NH0437",1986-03-01,128.3
"NH0437",1986-04-01,433.5
"NH0437",1986-05-01,175.8
"NH0437",1986-06-01,188.1
"NH0437",1986-07-01,57.9
"NH0437",1986-08-01,20.1
"NH0437",1986-09-01,115.9
"NH0437",1986-10-01,96.5
"NH0437",1986-11-01,278
"NH0437",1986-12-01,141.4
"NH0437",1987-01-01,304.5
"NH0437",1987-02-01,90.7
"NH0437",1987-03-01,302.7
"NH0437",1987-04-01,207.9
"NH0437",1987-05-01,30.3
"NH0437",1987-06-01,0.4
"NH0437",1987-07-01,71.7
"NH0437",1987-08-01,21.7
"NH0437",1987-09-01,50.5
"NH0437",1987-10-01,17.1
"NH0437",1987-11-01,116.3
"NH0437",1987-12-01,68.8
"NH0437",1988-01-01,264.6
"NH0437",1988-02-01,56
"NH0437",1988-03-01,218.2
"NH0437",1988-04-01,30.9
"NH0437",1988-05-01,3.3
"NH0437",1988-06-01,9.4
"NH0437",1988-07-01,28.9
"NH0437",1988-08-01,17.6
"NH0437",1988-09-01,110.3
"NH0437",1988-10-01,35.4
"NH0437",1988-11-01,47.5
"NH0437",1988-12-01,82.5
"NH0437",1989-01-01,166.7
"NH0437",1989-02-01,27.1
"NH0437",1989-03-01,180.9
"NH0437",1989-04-01,218.7
"NH0437",1989-05-01,7.5
"NH0437",1989-06-01,67.7
"NH0437",1989-07-01,16.5
"NH0437",1989-08-01,57.7
"NH0437",1989-09-01,17.9
"NH0437",1989-10-01,206.9
"NH0437",1989-11-01,71.4
"NH0437",1989-12-01,56.8
"NH0437",1990-01-01,86
"NH0437",1990-02-01,174.9
"NH0437",1990-03-01,155.3
"NH0437",1990-04-01,230.4
"NH0437",1990-05-01,39.5
"NH0437",1990-06-01,26
"NH0437",1990-07-01,29.9
"NH0437",1990-08-01,26.2
"NH0437",1990-09-01,46.1
"NH0437",1990-10-01,306.1
"NH0437",1990-11-01,147.1
"NH0437",1990-12-01,202.2
"NH0437",1991-01-01,127
"NH0437",1991-02-01,7.3
"NH0437",1991-03-01,34.5
"NH0437",1991-04-01,87.3
"NH0437",1991-05-01,89
"NH0437",1991-06-01,84.8
"NH0437",1991-07-01,20.7
"NH0437",1991-08-01,24.1
"NH0437",1991-09-01,75.9
"NH0437",1991-10-01,95.6
"NH0437",1991-11-01,74.7
"NH0437",1991-12-01,299.3
"NH0437",1992-01-01,67.4
"NH0437",1992-02-01,242.3
"NH0437",1992-03-01,154.2
"NH0437",1992-04-01,268.9
"NH0437",1992-05-01,133.2
"NH0437",1992-06-01,26.7
"NH0437",1992-07-01,31.3
"NH0437",1992-08-01,28
"NH0437",1992-09-01,32.1
"NH0437",1992-10-01,207.9
"NH0437",1992-11-01,162.1
"NH0437",1992-12-01,188.5
"NH0437",1993-01-01,109.1
"NH0437",1993-02-01,72
"NH0437",1993-03-01,181.2
"NH0437",1993-04-01,166.7
"NH0437",1993-05-01,75.4
"NH0437",1993-06-01,2.8
"NH0437",1993-07-01,3.2
"NH0437",1993-08-01,4
"NH0437",1993-09-01,32.7
"NH0437",1993-10-01,247.6
"NH0437",1993-11-01,220.4
"NH0437",1993-12-01,195.1
"NH0437",1994-01-01,96.5
"NH0437",1994-02-01,293.2
"NH0437",1994-03-01,176.4
"NH0437",1994-04-01,138.6
"NH0437",1994-05-01,69.3
"NH0437",1994-06-01,20.5
"NH0437",1994-07-01,29.8
"NH0437",1994-08-01,68.5
"NH0437",1994-09-01,13
"NH0437",1994-10-01,105.4
"NH0437",1994-11-01,107
"NH0437",1994-12-01,126
"NH0437",1995-01-01,98.4
"NH0437",1995-02-01,221.6
"NH0437",1995-03-01,186.4
"NH0437",1995-04-01,44.7
"NH0437",1995-05-01,47.5
"NH0437",1995-06-01,2.3
"NH0437",1995-07-01,0.9
"NH0437",1995-08-01,5
"NH0437",1995-09-01,19.3
"NH0437",1995-10-01,43.4
"NH0437",1995-11-01,101.9
"NH0437",1995-12-01,31.5
"NH0437",1996-01-01,105.2
"NH0437",1996-02-01,245
"NH0437",1996-03-01,207.2
"NH0437",1996-04-01,189.6
"NH0437",1996-05-01,26.3
"NH0437",1996-06-01,17.9
"NH0437",1996-07-01,0
"NH0437",1996-08-01,10
"NH0437",1996-09-01,59.6
"NH0437",1996-10-01,135.9
"NH0437",1996-11-01,315.9
"NH0437",1996-12-01,109.1
"NH0437",1997-01-01,71.1
"NH0437",1997-02-01,182.9
"NH0437",1997-03-01,93.2
"NH0437",1997-04-01,19.4
"NH0437",1997-05-01,11
"NH0437",1997-06-01,44.4
