"id","anio","promedio_anual"
"NH0472",1977,17.9021917835616
"NH0472",1978,17.6386301424658
"NH0472",1979,17.5494520575342
"NH0472",1980,18.0894808743169
"NH0472",1981,17.9221153846154
"NH0472",1982,18.1746575369863
"NH0472",1983,17.4960273890411
"NH0472",1984,17.0689890737705
"NH0472",1985,18.0824657589041
"NH0472",1986,18.2942465753425
"NH0472",1987,17.8217808219178
"NH0472",1988,17.191120215847
"NH0472",1989,18.3184931479452
"NH0472",1990,17.6764383561644
"NH0472",1991,17.9619178027397
"NH0472",1992,17.4286885300546
"NH0472",1993,17.4108219260274
"NH0472",1994,18.1867123287671
"NH0472",1995,17.5782191835616
"NH0472",1996,18.0419178109589
"NH0472",1997,18.7861643835616
"NH0472",1998,17.5491780849315
"NH0472",1999,17.8020547890411
"NH0472",2000,17.8498633934426
"NH0472",2001,19.3047945205479
"NH0472",2002,18.8256164356164
"NH0472",2003,18.571369860274
"NH0472",2004,18.7468579234973
"NH0472",2005,18.4413698630137
"NH0472",2006,19.0858904082192
"NH0472",2007,17.717123290411
"NH0472",2008,19.4920765054645
"NH0472",2009,18.7784931479452
"NH0472",2010,18.4331506821918
"NH0472",2011,18.1679452054795
"NH0472",2012,19.0172131120219
"NH0472",2013,18.9817808246575
"NH0472",2014,19.3131506794521
"NH0472",2015,19.5504109589041
"NH0472",2016,18.578825136612
"NH0472",2017,21.577027027027
"NH0910",1975,17.5801369863014
"NH0910",1976,16.3879452054795
"NH0910",1977,17.7675342465753
"NH0910",1978,16.8486301342466
"NH0910",1979,17.1884931506849
"NH0910",1980,17.836575339726
"NH0910",1981,17.8143835616438
"NH0910",1982,17.9506849315068
"NH0910",1983,16.8596153846154
"NH0910",1984,16.8025956284153
"NH0910",1985,17.828904109589
"NH0910",1986,17.8328767123288
"NH0910",1987,17.5512328767123
"NH0910",1988,17.0304644808743
"NH0910",1989,17.9327397260274
"NH0910",1990,17.4431506849315
"NH0910",1991,17.5061643835616
"NH0910",1992,17.0136612021858
"NH0910",1993,17.1917808219178
"NH0910",1994,17.8239726027397
"NH0910",1995,17.3876712328767
"NH0910",1996,17.8387978142077
"NH0910",1997,18.5520547945205
"NH0910",1998,17.3630136986301
"NH0910",1999,17.6267123287671
"NH0910",2000,16.8051912568306
"NH0910",2001,18.3958904109589
"NH0910",2002,17.9404109589041
"NH0910",2003,17.9087671232877
"NH0910",2004,17.9364754098361
"NH0910",2005,17.5335616438356
"NH0910",2006,18.2260273972603
"NH0910",2007,16.9446575342466
"NH0910",2008,18.2766393442623
"NH0910",2009,18.0568493150685
"NH0910",2010,17.5335616438356
"NH0910",2011,17.7424657534247
"NH0910",2012,18.3821038251366
"NH0910",2013,18.2965753424658
"NH0910",2014,17.7214876060606
"NH0910",2015,18.7653250773994
"NH0910",2016,17.6709016393443
"NH0910",2017,18.5058962264151
